"Notes"	"State"	"State Code"	"County"	"County Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"New Jersey"	"34"	"Cumberland County, NJ"	"34011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	61	1254622	4.8620
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	36	6299680	0.5715
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	30	6299680	0.4762
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	12	6299680	Unreliable
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	372	6299680	5.9051
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	180	6299680	2.8573
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	14	6299680	Unreliable
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	24	6299680	0.3810
	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	28	2313107	1.2105
	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	410	2313107	17.7251
	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	30	2313107	1.2970
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	22	5180130	0.4247
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	17	5180130	Unreliable
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	191	5180130	3.6872
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	147	5180130	2.8378
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	40	5180130	0.7722
	"New Jersey"	"34"	"Hunterdon County, NJ"	"34019"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	29	1018055	2.8486
	"New Jersey"	"34"	"Hunterdon County, NJ"	"34019"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	32	1018055	3.1432
	"New Jersey"	"34"	"Hunterdon County, NJ"	"34019"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	10	1018055	Unreliable
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	116	2944735	3.9392
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	125	2944735	4.2449
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	22	2944735	0.7471
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	10	6557627	Unreliable
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	11	6557627	Unreliable
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	16	6557627	Unreliable
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	253	6557627	3.8581
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	241	6557627	3.6751
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	11	6557627	Unreliable
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	52	6557627	0.7930
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	13	5034467	Unreliable
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	20	5034467	0.3973
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	264	5034467	5.2439
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	253	5034467	5.0254
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	38	5034467	0.7548
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	16	5034467	Unreliable
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	13	3964406	Unreliable
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	11	3964406	Unreliable
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	142	3964406	3.5819
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	115	3964406	2.9008
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	10	3964406	Unreliable
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	29	3964406	0.7315
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	16	3964406	Unreliable
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	10	4637450	Unreliable
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	202	4637450	4.3558
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	450	4637450	9.7036
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	48	4637450	1.0351
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	18	4637450	Unreliable
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	10	4025107	Unreliable
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	11	4025107	Unreliable
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	10	4025107	Unreliable
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	174	4025107	4.3229
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	132	4025107	3.2794
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	22	4025107	0.5466
	"New Jersey"	"34"	"Salem County, NJ"	"34033"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	72	523977	13.7411
	"New Jersey"	"34"	"Somerset County, NJ"	"34035"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	77	2613271	2.9465
	"New Jersey"	"34"	"Somerset County, NJ"	"34035"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	70	2613271	2.6786
	"New Jersey"	"34"	"Somerset County, NJ"	"34035"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	21	2613271	0.8036
	"New Jersey"	"34"	"Sussex County, NJ"	"34037"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	50	1179430	4.2393
	"New Jersey"	"34"	"Sussex County, NJ"	"34037"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	56	1179430	4.7481
	"New Jersey"	"34"	"Sussex County, NJ"	"34037"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	16	1179430	Unreliable
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	11	4336912	Unreliable
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	11	4336912	Unreliable
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	139	4336912	3.2050
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	123	4336912	2.8361
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	15	4336912	Unreliable
	"New Jersey"	"34"	"Warren County, NJ"	"34041"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	44	863806	5.0937
	"New Jersey"	"34"	"Warren County, NJ"	"34041"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	43	863806	4.9780
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	17	5335607	Unreliable
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	12	5335607	Unreliable
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	89	5335607	1.6680
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	561	5335607	10.5143
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	601	5335607	11.2639
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	29	5335607	0.5435
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	34	5335607	0.6372
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	147	5335607	2.7551
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	18	5335607	Unreliable
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	25	5335607	0.4686
	"New Mexico"	"35"	"Chaves County, NM"	"35005"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	14	524272	Unreliable
	"New Mexico"	"35"	"Chaves County, NM"	"35005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	27	524272	5.1500
	"New Mexico"	"35"	"Chaves County, NM"	"35005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	43	524272	8.2018
	"New Mexico"	"35"	"Cibola County, NM"	"35006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	218574	Unreliable
	"New Mexico"	"35"	"Colfax County, NM"	"35007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	106296	Unreliable
	"New Mexico"	"35"	"Curry County, NM"	"35009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	391995	Unreliable
	"New Mexico"	"35"	"Curry County, NM"	"35009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	20	391995	5.1021
	"New Mexico"	"35"	"Dona Ana County, NM"	"35013"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	16	1684963	Unreliable
	"New Mexico"	"35"	"Dona Ana County, NM"	"35013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	90	1684963	5.3414
	"New Mexico"	"35"	"Dona Ana County, NM"	"35013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	117	1684963	6.9438
	"New Mexico"	"35"	"Dona Ana County, NM"	"35013"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	27	1684963	1.6024
	"New Mexico"	"35"	"Dona Ana County, NM"	"35013"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	10	1684963	Unreliable
	"New Mexico"	"35"	"Eddy County, NM"	"35015"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	17	437988	Unreliable
	"New Mexico"	"35"	"Eddy County, NM"	"35015"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	24	437988	5.4796
	"New Mexico"	"35"	"Eddy County, NM"	"35015"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	55	437988	12.5574
	"New Mexico"	"35"	"Grant County, NM"	"35017"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	24	235101	10.2084
	"New Mexico"	"35"	"Grant County, NM"	"35017"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	17	235101	Unreliable
	"New Mexico"	"35"	"Lea County, NM"	"35025"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	26	532949	4.8785
	"New Mexico"	"35"	"Lea County, NM"	"35025"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	42	532949	7.8807
	"New Mexico"	"35"	"Lincoln County, NM"	"35027"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	22	161470	13.6248
	"New Mexico"	"35"	"Luna County, NM"	"35029"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	199761	Unreliable
	"New Mexico"	"35"	"McKinley County, NM"	"35031"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	10	583302	Unreliable
	"New Mexico"	"35"	"McKinley County, NM"	"35031"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	583302	Unreliable
	"New Mexico"	"35"	"McKinley County, NM"	"35031"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	23	583302	3.9431
	"New Mexico"	"35"	"McKinley County, NM"	"35031"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	15	583302	Unreliable
	"New Mexico"	"35"	"Otero County, NM"	"35035"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	11	515561	Unreliable
	"New Mexico"	"35"	"Otero County, NM"	"35035"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	29	515561	5.6249
	"New Mexico"	"35"	"Otero County, NM"	"35035"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	46	515561	8.9223
	"New Mexico"	"35"	"Otero County, NM"	"35035"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	21	515561	4.0732
	"New Mexico"	"35"	"Quay County, NM"	"35037"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	70352	Unreliable
	"New Mexico"	"35"	"Rio Arriba County, NM"	"35039"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	101	320355	31.5275
	"New Mexico"	"35"	"Rio Arriba County, NM"	"35039"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	106	320355	33.0883
	"New Mexico"	"35"	"Sandoval County, NM"	"35043"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	17	1069338	Unreliable
	"New Mexico"	"35"	"Sandoval County, NM"	"35043"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	51	1069338	4.7693
	"New Mexico"	"35"	"Sandoval County, NM"	"35043"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	101	1069338	9.4451
	"New Mexico"	"35"	"Sandoval County, NM"	"35043"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	15	1069338	Unreliable
	"New Mexico"	"35"	"San Juan County, NM"	"35045"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	24	1012062	2.3714
	"New Mexico"	"35"	"San Juan County, NM"	"35045"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	34	1012062	3.3595
	"New Mexico"	"35"	"San Juan County, NM"	"35045"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	73	1012062	7.2130
	"New Mexico"	"35"	"San Juan County, NM"	"35045"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	26	1012062	2.5690
	"New Mexico"	"35"	"San Miguel County, NM"	"35047"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	24	230902	10.3940
	"New Mexico"	"35"	"San Miguel County, NM"	"35047"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	37	230902	16.0241
	"New Mexico"	"35"	"Santa Fe County, NM"	"35049"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	11	1165375	Unreliable
	"New Mexico"	"35"	"Santa Fe County, NM"	"35049"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	121	1165375	10.3829
	"New Mexico"	"35"	"Santa Fe County, NM"	"35049"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	129	1165375	11.0694
	"New Mexico"	"35"	"Santa Fe County, NM"	"35049"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	34	1165375	2.9175
	"New Mexico"	"35"	"Sierra County, NM"	"35051"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	93859	Unreliable
	"New Mexico"	"35"	"Sierra County, NM"	"35051"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	19	93859	Unreliable
	"New Mexico"	"35"	"Socorro County, NM"	"35053"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	141385	Unreliable
	"New Mexico"	"35"	"Socorro County, NM"	"35053"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	141385	Unreliable
	"New Mexico"	"35"	"Taos County, NM"	"35055"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	262918	Unreliable
	"New Mexico"	"35"	"Taos County, NM"	"35055"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	37	262918	14.0728
	"New Mexico"	"35"	"Taos County, NM"	"35055"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	11	262918	Unreliable
	"New Mexico"	"35"	"Torrance County, NM"	"35057"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	20	128233	15.5966
	"New Mexico"	"35"	"Valencia County, NM"	"35061"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	14	608757	Unreliable
	"New Mexico"	"35"	"Valencia County, NM"	"35061"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	49	608757	8.0492
	"New Mexico"	"35"	"Valencia County, NM"	"35061"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	58	608757	9.5276
	"New York"	"36"	"Albany County, NY"	"36001"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	42	2446193	1.7170
	"New York"	"36"	"Albany County, NY"	"36001"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	32	2446193	1.3082
	"New York"	"36"	"Albany County, NY"	"36001"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	24	2446193	0.9811
	"New York"	"36"	"Albany County, NY"	"36001"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	92	2446193	3.7609
	"New York"	"36"	"Albany County, NY"	"36001"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	23	2446193	0.9402
	"New York"	"36"	"Allegany County, NY"	"36003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	387534	Unreliable
	"New York"	"36"	"Bronx County, NY"	"36005"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	78	11237668	0.6941
	"New York"	"36"	"Bronx County, NY"	"36005"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	58	11237668	0.5161
	"New York"	"36"	"Bronx County, NY"	"36005"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	352	11237668	3.1323
	"New York"	"36"	"Bronx County, NY"	"36005"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	16	11237668	Unreliable
	"New York"	"36"	"Bronx County, NY"	"36005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	688	11237668	6.1223
	"New York"	"36"	"Bronx County, NY"	"36005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	379	11237668	3.3726
	"New York"	"36"	"Bronx County, NY"	"36005"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	18	11237668	Unreliable
	"New York"	"36"	"Bronx County, NY"	"36005"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	49	11237668	0.4360
	"New York"	"36"	"Bronx County, NY"	"36005"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	14	11237668	Unreliable
	"New York"	"36"	"Broome County, NY"	"36007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	90	1591105	5.6564
	"New York"	"36"	"Broome County, NY"	"36007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	72	1591105	4.5252
	"New York"	"36"	"Broome County, NY"	"36007"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	14	1591105	Unreliable
	"New York"	"36"	"Cattaraugus County, NY"	"36009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	16	636273	Unreliable
	"New York"	"36"	"Cattaraugus County, NY"	"36009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	19	636273	Unreliable
	"New York"	"36"	"Cayuga County, NY"	"36011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	636558	Unreliable
	"New York"	"36"	"Cayuga County, NY"	"36011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	42	636558	6.5980
	"New York"	"36"	"Cayuga County, NY"	"36011"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	10	636558	Unreliable
	"New York"	"36"	"Chautauqua County, NY"	"36013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	52	1069150	4.8637
