"Notes"	"Year"	"Year Code"	"State"	"State Code"	"County"	"County Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"2009"	"2009"	"Michigan"	"26"	"Oakland County, MI"	"26125"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	56	1200890	4.7
	"2009"	"2009"	"Michigan"	"26"	"Saginaw County, MI"	"26145"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	20	200835	10.0
	"2009"	"2009"	"Michigan"	"26"	"St. Clair County, MI"	"26147"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	16	164011	Unreliable
	"2009"	"2009"	"Michigan"	"26"	"St. Clair County, MI"	"26147"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	164011	Unreliable
	"2009"	"2009"	"Michigan"	"26"	"Shiawassee County, MI"	"26155"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	70710	Unreliable
	"2009"	"2009"	"Michigan"	"26"	"Washtenaw County, MI"	"26161"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	10	343520	Unreliable
	"2009"	"2009"	"Michigan"	"26"	"Washtenaw County, MI"	"26161"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	343520	Unreliable
	"2009"	"2009"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	40	1837536	2.2
	"2009"	"2009"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	10	1837536	Unreliable
	"2009"	"2009"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	50	1837536	2.7
	"2009"	"2009"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	13	1837536	Unreliable
	"2009"	"2009"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	20	1837536	1.1
	"2009"	"2009"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	180	1837536	9.8
	"2009"	"2009"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	83	1837536	4.5
	"2009"	"2009"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	15	1837536	Unreliable
	"2009"	"2009"	"Minnesota"	"27"	"Anoka County, MN"	"27003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	329635	Unreliable
	"2009"	"2009"	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	56	1146721	4.9
	"2009"	"2009"	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	19	1146721	Unreliable
	"2009"	"2009"	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	16	506590	Unreliable
	"2009"	"2009"	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	506590	Unreliable
	"2009"	"2009"	"Minnesota"	"27"	"St. Louis County, MN"	"27137"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	200198	Unreliable
	"2009"	"2009"	"Minnesota"	"27"	"St. Louis County, MN"	"27137"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	200198	Unreliable
	"2009"	"2009"	"Minnesota"	"27"	"Washington County, MN"	"27163"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	235684	Unreliable
	"2009"	"2009"	"Mississippi"	"28"	"Hancock County, MS"	"28045"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	43471	Unreliable
	"2009"	"2009"	"Mississippi"	"28"	"Harrison County, MS"	"28047"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	30	184930	16.2
	"2009"	"2009"	"Mississippi"	"28"	"Jackson County, MS"	"28059"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	40	139176	28.7
	"2009"	"2009"	"Mississippi"	"28"	"Rankin County, MS"	"28121"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	140634	Unreliable
	"2009"	"2009"	"Missouri"	"29"	"Boone County, MO"	"29019"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	160565	Unreliable
	"2009"	"2009"	"Missouri"	"29"	"Clay County, MO"	"29047"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	219669	Unreliable
	"2009"	"2009"	"Missouri"	"29"	"Greene County, MO"	"29077"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	27	274013	9.9
	"2009"	"2009"	"Missouri"	"29"	"Greene County, MO"	"29077"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	22	274013	8.0
	"2009"	"2009"	"Missouri"	"29"	"Jackson County, MO"	"29095"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	39	670763	5.8
	"2009"	"2009"	"Missouri"	"29"	"Jackson County, MO"	"29095"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	33	670763	4.9
	"2009"	"2009"	"Missouri"	"29"	"Jasper County, MO"	"29097"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	116448	Unreliable
	"2009"	"2009"	"Missouri"	"29"	"Jefferson County, MO"	"29099"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	30	217764	13.8
	"2009"	"2009"	"Missouri"	"29"	"Jefferson County, MO"	"29099"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	217764	Unreliable
	"2009"	"2009"	"Missouri"	"29"	"Polk County, MO"	"29167"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	31085	Unreliable
	"2009"	"2009"	"Missouri"	"29"	"St. Charles County, MO"	"29183"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	23	356902	6.4
	"2009"	"2009"	"Missouri"	"29"	"St. Francois County, MO"	"29187"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	64864	Unreliable
	"2009"	"2009"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	76	998618	7.6
	"2009"	"2009"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	998618	Unreliable
	"2009"	"2009"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	10	998618	Unreliable
	"2009"	"2009"	"Missouri"	"29"	"St. Louis city, MO"	"29510"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	49	318842	15.4
	"2009"	"2009"	"Montana"	"30"	"Missoula County, MT"	"30063"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	108717	Unreliable
	"2009"	"2009"	"Nebraska"	"31"	"Douglas County, NE"	"31055"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	21	511902	4.1
	"2009"	"2009"	"Nebraska"	"31"	"Douglas County, NE"	"31055"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	511902	Unreliable
	"2009"	"2009"	"Nevada"	"32"	"Clark County, NV"	"32003"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	23	1939407	1.2
	"2009"	"2009"	"Nevada"	"32"	"Clark County, NV"	"32003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	171	1939407	8.8
	"2009"	"2009"	"Nevada"	"32"	"Clark County, NV"	"32003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	134	1939407	6.9
	"2009"	"2009"	"Nevada"	"32"	"Clark County, NV"	"32003"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	13	1939407	Unreliable
	"2009"	"2009"	"Nevada"	"32"	"Clark County, NV"	"32003"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	17	1939407	Unreliable
	"2009"	"2009"	"Nevada"	"32"	"Clark County, NV"	"32003"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	26	1939407	1.3
	"2009"	"2009"	"Nevada"	"32"	"Washoe County, NV"	"32031"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	35	417722	8.4
	"2009"	"2009"	"Nevada"	"32"	"Washoe County, NV"	"32031"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	26	417722	6.2
	"2009"	"2009"	"New Hampshire"	"33"	"Hillsborough County, NH"	"33011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	400148	5.5
	"2009"	"2009"	"New Hampshire"	"33"	"Hillsborough County, NH"	"33011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	400148	Unreliable
	"2009"	"2009"	"New Hampshire"	"33"	"Rockingham County, NH"	"33015"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	295083	Unreliable
	"2009"	"2009"	"New Hampshire"	"33"	"Rockingham County, NH"	"33015"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	295083	Unreliable
	"2009"	"2009"	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	123034	Unreliable
	"2009"	"2009"	"New Jersey"	"34"	"Burlington County, NJ"	"34005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	26	447391	5.8
	"2009"	"2009"	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	59	513668	11.5
	"2009"	"2009"	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	11	781943	Unreliable
	"2009"	"2009"	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	29	287362	10.1
	"2009"	"2009"	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	59	655279	9.0
	"2009"	"2009"	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	62	655279	9.5
	"2009"	"2009"	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	24	655279	3.7
	"2009"	"2009"	"New Mexico"	"35"	"Dona Ana County, NM"	"35013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	205401	Unreliable
	"2009"	"2009"	"New Mexico"	"35"	"Dona Ana County, NM"	"35013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	205401	Unreliable
	"2009"	"2009"	"New Mexico"	"35"	"Rio Arriba County, NM"	"35039"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	40023	Unreliable
	"2009"	"2009"	"New Mexico"	"35"	"Sandoval County, NM"	"35043"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	128985	Unreliable
	"2009"	"2009"	"New Mexico"	"35"	"San Juan County, NM"	"35045"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	129359	Unreliable
	"2009"	"2009"	"New Mexico"	"35"	"Santa Fe County, NM"	"35049"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	143205	Unreliable
	"2009"	"2009"	"New York"	"36"	"Bronx County, NY"	"36005"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	15	1376261	Unreliable
	"2009"	"2009"	"New York"	"36"	"Bronx County, NY"	"36005"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	40	1376261	2.9
	"2009"	"2009"	"New York"	"36"	"Bronx County, NY"	"36005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	70	1376261	5.1
	"2009"	"2009"	"New York"	"36"	"Bronx County, NY"	"36005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	43	1376261	3.1
	"2009"	"2009"	"New York"	"36"	"Dutchess County, NY"	"36027"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	296887	Unreliable
	"2009"	"2009"	"New York"	"36"	"Erie County, NY"	"36029"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	45	919334	4.9
	"2009"	"2009"	"New York"	"36"	"Erie County, NY"	"36029"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	919334	Unreliable
	"2009"	"2009"	"New York"	"36"	"Kings County, NY"	"36047"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	17	2487751	Unreliable
	"2009"	"2009"	"New York"	"36"	"Kings County, NY"	"36047"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	66	2487751	2.7
	"2009"	"2009"	"New York"	"36"	"Kings County, NY"	"36047"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	87	2487751	3.5
	"2009"	"2009"	"New York"	"36"	"Kings County, NY"	"36047"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	14	2487751	Unreliable
	"2009"	"2009"	"New York"	"36"	"Monroe County, NY"	"36055"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	25	743386	3.4
	"2009"	"2009"	"New York"	"36"	"Nassau County, NY"	"36059"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	67	1332088	5.0
	"2009"	"2009"	"New York"	"36"	"Nassau County, NY"	"36059"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	34	1332088	2.6
	"2009"	"2009"	"New York"	"36"	"New York County, NY"	"36061"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	25	1583431	1.6
	"2009"	"2009"	"New York"	"36"	"New York County, NY"	"36061"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	54	1583431	3.4
	"2009"	"2009"	"New York"	"36"	"New York County, NY"	"36061"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	45	1583431	2.8
	"2009"	"2009"	"New York"	"36"	"Niagara County, NY"	"36063"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	216043	Unreliable
	"2009"	"2009"	"New York"	"36"	"Onondaga County, NY"	"36067"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	22	465633	4.7
	"2009"	"2009"	"New York"	"36"	"Orange County, NY"	"36071"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	19	372079	Unreliable
	"2009"	"2009"	"New York"	"36"	"Orange County, NY"	"36071"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	372079	Unreliable
	"2009"	"2009"	"New York"	"36"	"Queens County, NY"	"36081"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	52	2217166	2.3
	"2009"	"2009"	"New York"	"36"	"Queens County, NY"	"36081"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	47	2217166	2.1
	"2009"	"2009"	"New York"	"36"	"Queens County, NY"	"36081"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	14	2217166	Unreliable
	"2009"	"2009"	"New York"	"36"	"Richmond County, NY"	"36085"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	466965	Unreliable
	"2009"	"2009"	"New York"	"36"	"Richmond County, NY"	"36085"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	40	466965	8.6
	"2009"	"2009"	"New York"	"36"	"Suffolk County, NY"	"36103"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	82	1487206	5.5
	"2009"	"2009"	"New York"	"36"	"Suffolk County, NY"	"36103"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	51	1487206	3.4
	"2009"	"2009"	"New York"	"36"	"Westchester County, NY"	"36119"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	25	944201	2.6
	"2009"	"2009"	"New York"	"36"	"Westchester County, NY"	"36119"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	25	944201	2.6
	"2009"	"2009"	"North Carolina"	"37"	"Alamance County, NC"	"37001"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	149954	Unreliable
	"2009"	"2009"	"North Carolina"	"37"	"Alexander County, NC"	"37003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	37053	Unreliable
	"2009"	"2009"	"North Carolina"	"37"	"Brunswick County, NC"	"37019"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	23	105777	21.7
	"2009"	"2009"	"North Carolina"	"37"	"Buncombe County, NC"	"37021"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	236349	Unreliable
	"2009"	"2009"	"North Carolina"	"37"	"Burke County, NC"	"37023"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	91178	Unreliable
	"2009"	"2009"	"North Carolina"	"37"	"Cabarrus County, NC"	"37025"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	175993	Unreliable
	"2009"	"2009"	"North Carolina"	"37"	"Caldwell County, NC"	"37027"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	82798	Unreliable
	"2009"	"2009"	"North Carolina"	"37"	"Catawba County, NC"	"37035"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	154610	Unreliable
	"2009"	"2009"	"North Carolina"	"37"	"Columbus County, NC"	"37047"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	58163	Unreliable
	"2009"	"2009"	"North Carolina"	"37"	"Cumberland County, NC"	"37051"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	317252	Unreliable
	"2009"	"2009"	"North Carolina"	"37"	"Davidson County, NC"	"37057"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	162406	Unreliable
	"2009"	"2009"	"North Carolina"	"37"	"Durham County, NC"	"37063"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	265356	Unreliable
	"2009"	"2009"	"North Carolina"	"37"	"Forsyth County, NC"	"37067"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	26	348532	7.5
	"2009"	"2009"	"North Carolina"	"37"	"Gaston County, NC"	"37071"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	33	205884	16.0
	"2009"	"2009"	"North Carolina"	"37"	"Gaston County, NC"	"37071"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	205884	Unreliable
	"2009"	"2009"	"North Carolina"	"37"	"Guilford County, NC"	"37081"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	30	484180	6.2
	"2009"	"2009"	"North Carolina"	"37"	"Iredell County, NC"	"37097"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	21	158387	13.3
	"2009"	"2009"	"North Carolina"	"37"	"Lincoln County, NC"	"37109"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	77573	Unreliable
	"2009"	"2009"	"North Carolina"	"37"	"Mecklenburg County, NC"	"37119"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	32	908704	3.5
	"2009"	"2009"	"North Carolina"	"37"	"New Hanover County, NC"	"37129"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	200178	11.0
	"2009"	"2009"	"North Carolina"	"37"	"Onslow County, NC"	"37133"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	173064	Unreliable
	"2009"	"2009"	"North Carolina"	"37"	"Pitt County, NC"	"37147"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	165581	Unreliable
	"2009"	"2009"	"North Carolina"	"37"	"Randolph County, NC"	"37151"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	141175	Unreliable
	"2009"	"2009"	"North Carolina"	"37"	"Rowan County, NC"	"37159"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	24	138562	17.3
	"2009"	"2009"	"North Carolina"	"37"	"Rutherford County, NC"	"37161"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	67561	Unreliable
	"2009"	"2009"	"North Carolina"	"37"	"Surry County, NC"	"37171"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	73505	Unreliable
	"2009"	"2009"	"North Carolina"	"37"	"Wake County, NC"	"37183"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	29	883624	3.3
	"2009"	"2009"	"North Carolina"	"37"	"Wilkes County, NC"	"37193"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	27	69258	39.0
	"2009"	"2009"	"Ohio"	"39"	"Butler County, OH"	"39017"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	20	366633	5.5
	"2009"	"2009"	"Ohio"	"39"	"Butler County, OH"	"39017"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	34	366633	9.3
	"2009"	"2009"	"Ohio"	"39"	"Clermont County, OH"	"39025"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	196512	Unreliable
	"2009"	"2009"	"Ohio"	"39"	"Cuyahoga County, OH"	"39035"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	82	1285082	6.4
	"2009"	"2009"	"Ohio"	"39"	"Cuyahoga County, OH"	"39035"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	29	1285082	2.3
	"2009"	"2009"	"Ohio"	"39"	"Cuyahoga County, OH"	"39035"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	13	1285082	Unreliable
	"2009"	"2009"	"Ohio"	"39"	"Franklin County, OH"	"39049"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	49	1155408	4.2
	"2009"	"2009"	"Ohio"	"39"	"Franklin County, OH"	"39049"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	52	1155408	4.5
	"2009"	"2009"	"Ohio"	"39"	"Franklin County, OH"	"39049"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	12	1155408	Unreliable
	"2009"	"2009"	"Ohio"	"39"	"Greene County, OH"	"39057"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	161075	Unreliable
	"2009"	"2009"	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	37	802149	4.6
	"2009"	"2009"	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	26	802149	3.2
	"2009"	"2009"	"Ohio"	"39"	"Jefferson County, OH"	"39081"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	20	69833	28.6
	"2009"	"2009"	"Ohio"	"39"	"Lorain County, OH"	"39093"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	300893	Unreliable
	"2009"	"2009"	"Ohio"	"39"	"Lucas County, OH"	"39095"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	442603	Unreliable
	"2009"	"2009"	"Ohio"	"39"	"Mahoning County, OH"	"39099"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	240050	Unreliable
	"2009"	"2009"	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	25	535294	4.7
