,Year,State,State Code,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,County Name,State_Code
1942,2009,New York,36.0,"Orange County, NY",36071.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17.0,372079.0,Unreliable,Orange County,NY
1943,2009,New York,36.0,"Queens County, NY",36081.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,52.0,2217166.0,2.3,Queens County,NY
1944,2009,New York,36.0,"Queens County, NY",36081.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,47.0,2217166.0,2.1,Queens County,NY
1945,2009,New York,36.0,"Queens County, NY",36081.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,14.0,2217166.0,Unreliable,Queens County,NY
1946,2009,New York,36.0,"Richmond County, NY",36085.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10.0,466965.0,Unreliable,Richmond County,NY
1947,2009,New York,36.0,"Richmond County, NY",36085.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,40.0,466965.0,8.6,Richmond County,NY
1948,2009,New York,36.0,"Suffolk County, NY",36103.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,82.0,1487206.0,5.5,Suffolk County,NY
1949,2009,New York,36.0,"Suffolk County, NY",36103.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,51.0,1487206.0,3.4,Suffolk County,NY
1950,2009,New York,36.0,"Westchester County, NY",36119.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,25.0,944201.0,2.6,Westchester County,NY
1951,2009,New York,36.0,"Westchester County, NY",36119.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,25.0,944201.0,2.6,Westchester County,NY
2017,2009,Oregon,41.0,"Clackamas County, OR",41005.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,21.0,374085.0,5.6,Clackamas County,OR
2018,2009,Oregon,41.0,"Jackson County, OR",41029.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10.0,202301.0,Unreliable,Jackson County,OR
2019,2009,Oregon,41.0,"Lane County, OR",41039.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,40.0,350850.0,11.4,Lane County,OR
2020,2009,Oregon,41.0,"Lane County, OR",41039.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,350850.0,Unreliable,Lane County,OR
2021,2009,Oregon,41.0,"Marion County, OR",41047.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16.0,313389.0,Unreliable,Marion County,OR
2022,2009,Oregon,41.0,"Marion County, OR",41047.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12.0,313389.0,Unreliable,Marion County,OR
2023,2009,Oregon,41.0,"Multnomah County, OR",41051.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,80.0,727721.0,11.0,Multnomah County,OR
2024,2009,Oregon,41.0,"Multnomah County, OR",41051.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17.0,727721.0,Unreliable,Multnomah County,OR
2025,2009,Oregon,41.0,"Washington County, OR",41067.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,23.0,524699.0,4.4,Washington County,OR
2110,2009,Texas,48.0,"Bexar County, TX",48029.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,10.0,1685628.0,Unreliable,Bexar County,TX
2111,2009,Texas,48.0,"Bexar County, TX",48029.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,105.0,1685628.0,6.2,Bexar County,TX
2112,2009,Texas,48.0,"Bexar County, TX",48029.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,54.0,1685628.0,3.2,Bexar County,TX
2113,2009,Texas,48.0,"Bexar County, TX",48029.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,17.0,1685628.0,Unreliable,Bexar County,TX
2114,2009,Texas,48.0,"Brazoria County, TX",48039.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15.0,309236.0,Unreliable,Brazoria County,TX
2115,2009,Texas,48.0,"Brazoria County, TX",48039.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18.0,309236.0,Unreliable,Brazoria County,TX
2116,2009,Texas,48.0,"Cameron County, TX",48061.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11.0,400303.0,Unreliable,Cameron County,TX
2117,2009,Texas,48.0,"Collin County, TX",48085.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,20.0,765791.0,2.6,Collin County,TX
2118,2009,Texas,48.0,"Collin County, TX",48085.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13.0,765791.0,Unreliable,Collin County,TX
2119,2009,Texas,48.0,"Dallas County, TX",48113.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,10.0,2346378.0,Unreliable,Dallas County,TX
2120,2009,Texas,48.0,"Dallas County, TX",48113.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,112.0,2346378.0,4.8,Dallas County,TX
2121,2009,Texas,48.0,"Dallas County, TX",48113.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,54.0,2346378.0,2.3,Dallas County,TX
2122,2009,Texas,48.0,"Dallas County, TX",48113.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,30.0,2346378.0,1.3,Dallas County,TX
2123,2009,Texas,48.0,"Denton County, TX",48121.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14.0,649702.0,Unreliable,Denton County,TX
2124,2009,Texas,48.0,"Denton County, TX",48121.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21.0,649702.0,3.2,Denton County,TX
2125,2009,Texas,48.0,"El Paso County, TX",48141.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,33.0,786759.0,4.2,El Paso County,TX
2126,2009,Texas,48.0,"El Paso County, TX",48141.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,19.0,786759.0,Unreliable,El Paso County,TX
2127,2009,Texas,48.0,"Fort Bend County, TX",48157.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11.0,569130.0,Unreliable,Fort Bend County,TX
2128,2009,Texas,48.0,"Fort Bend County, TX",48157.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,569130.0,Unreliable,Fort Bend County,TX
2129,2009,Texas,48.0,"Galveston County, TX",48167.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11.0,287428.0,Unreliable,Galveston County,TX
2130,2009,Texas,48.0,"Galveston County, TX",48167.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,20.0,287428.0,7.0,Galveston County,TX
2131,2009,Texas,48.0,"Harris County, TX",48201.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,17.0,4034866.0,Unreliable,Harris County,TX
2132,2009,Texas,48.0,"Harris County, TX",48201.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,125.0,4034866.0,3.1,Harris County,TX
2133,2009,Texas,48.0,"Harris County, TX",48201.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,199.0,4034866.0,4.9,Harris County,TX
2134,2009,Texas,48.0,"Harris County, TX",48201.0,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,10.0,4034866.0,Unreliable,Harris County,TX
2135,2009,Texas,48.0,"Harris County, TX",48201.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,48.0,4034866.0,1.2,Harris County,TX
2136,2009,Texas,48.0,"Jefferson County, TX",48245.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24.0,251332.0,9.5,Jefferson County,TX
2137,2009,Texas,48.0,"Liberty County, TX",48291.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14.0,75041.0,Unreliable,Liberty County,TX
2138,2009,Texas,48.0,"Lubbock County, TX",48303.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13.0,274252.0,Unreliable,Lubbock County,TX
2139,2009,Texas,48.0,"Montgomery County, TX",48339.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,19.0,445836.0,Unreliable,Montgomery County,TX
2140,2009,Texas,48.0,"Montgomery County, TX",48339.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,31.0,445836.0,7.0,Montgomery County,TX
2141,2009,Texas,48.0,"Nueces County, TX",48355.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,30.0,338220.0,8.9,Nueces County,TX
2142,2009,Texas,48.0,"Nueces County, TX",48355.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18.0,338220.0,Unreliable,Nueces County,TX
2143,2009,Texas,48.0,"Orange County, TX",48361.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24.0,81586.0,29.4,Orange County,TX
2144,2009,Texas,48.0,"Polk County, TX",48373.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,45537.0,Unreliable,Polk County,TX
2145,2009,Texas,48.0,"Smith County, TX",48423.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11.0,207111.0,Unreliable,Smith County,TX
2146,2009,Texas,48.0,"Smith County, TX",48423.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16.0,207111.0,Unreliable,Smith County,TX
2147,2009,Texas,48.0,"Tarrant County, TX",48439.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,19.0,1784078.0,Unreliable,Tarrant County,TX
2148,2009,Texas,48.0,"Tarrant County, TX",48439.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,56.0,1784078.0,3.1,Tarrant County,TX
2149,2009,Texas,48.0,"Tarrant County, TX",48439.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,60.0,1784078.0,3.4,Tarrant County,TX
2150,2009,Texas,48.0,"Travis County, TX",48453.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,55.0,1006503.0,5.5,Travis County,TX
2151,2009,Texas,48.0,"Travis County, TX",48453.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,34.0,1006503.0,3.4,Travis County,TX
2152,2009,Texas,48.0,"Travis County, TX",48453.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,11.0,1006503.0,Unreliable,Travis County,TX
2153,2009,Texas,48.0,"Webb County, TX",48479.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,22.0,245908.0,8.9,Webb County,TX
2154,2009,Texas,48.0,"Wichita County, TX",48485.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,22.0,130913.0,16.8,Wichita County,TX
2155,2009,Texas,48.0,"Williamson County, TX",48491.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10.0,410800.0,Unreliable,Williamson County,TX
2156,2009,Texas,48.0,"Williamson County, TX",48491.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13.0,410800.0,Unreliable,Williamson County,TX
2174,2009,Virginia,51.0,"Chesterfield County, VA",51041.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15.0,313096.0,Unreliable,Chesterfield County,VA
2175,2009,Virginia,51.0,"Fairfax County, VA",51059.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15.0,1065142.0,Unreliable,Fairfax County,VA
2176,2009,Virginia,51.0,"Henrico County, VA",51087.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16.0,304763.0,Unreliable,Henrico County,VA
2177,2009,Virginia,51.0,"Prince William County, VA",51153.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13.0,389001.0,Unreliable,Prince William County,VA
2178,2009,Virginia,51.0,"Newport News city, VA",51700.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,181000.0,Unreliable,Newport News city,VA
2179,2009,Virginia,51.0,"Norfolk city, VA",51710.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11.0,241725.0,Unreliable,Norfolk city,VA
2180,2009,Virginia,51.0,"Richmond city, VA",51760.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16.0,203678.0,Unreliable,Richmond city,VA
2181,2009,Virginia,51.0,"Virginia Beach city, VA",51810.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11.0,435004.0,Unreliable,Virginia Beach city,VA
2182,2009,Virginia,51.0,"Virginia Beach city, VA",51810.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,12.0,435004.0,Unreliable,Virginia Beach city,VA
2249,2010,Arkansas,5.0,"Benton County, AR",5007.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12.0,221339.0,Unreliable,Benton County,AR
2250,2010,Arkansas,5.0,"Pulaski County, AR",5119.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10.0,382748.0,Unreliable,Pulaski County,AR
2251,2010,Arkansas,5.0,"Pulaski County, AR",5119.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,20.0,382748.0,5.2,Pulaski County,AR
2252,2010,California,6.0,"Alameda County, CA",6001.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,15.0,1510271.0,Unreliable,Alameda County,CA
2253,2010,California,6.0,"Alameda County, CA",6001.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,35.0,1510271.0,2.3,Alameda County,CA
2254,2010,California,6.0,"Alameda County, CA",6001.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,53.0,1510271.0,3.5,Alameda County,CA
2255,2010,California,6.0,"Alameda County, CA",6001.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,16.0,1510271.0,Unreliable,Alameda County,CA
2256,2010,California,6.0,"Butte County, CA",6007.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,11.0,220000.0,Unreliable,Butte County,CA
2257,2010,California,6.0,"Butte County, CA",6007.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12.0,220000.0,Unreliable,Butte County,CA
2258,2010,California,6.0,"Butte County, CA",6007.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,51.0,220000.0,23.2,Butte County,CA
2259,2010,California,6.0,"Contra Costa County, CA",6013.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,17.0,1049025.0,Unreliable,Contra Costa County,CA
2260,2010,California,6.0,"Contra Costa County, CA",6013.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,27.0,1049025.0,2.6,Contra Costa County,CA
2261,2010,California,6.0,"Contra Costa County, CA",6013.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,33.0,1049025.0,3.1,Contra Costa County,CA
2262,2010,California,6.0,"Contra Costa County, CA",6013.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,11.0,1049025.0,Unreliable,Contra Costa County,CA
2263,2010,California,6.0,"El Dorado County, CA",6017.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10.0,181058.0,Unreliable,El Dorado County,CA
2264,2010,California,6.0,"El Dorado County, CA",6017.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,25.0,181058.0,13.8,El Dorado County,CA
2265,2010,California,6.0,"Fresno County, CA",6019.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,21.0,930450.0,2.3,Fresno County,CA
2266,2010,California,6.0,"Fresno County, CA",6019.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,51.0,930450.0,5.5,Fresno County,CA
2267,2010,California,6.0,"Fresno County, CA",6019.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,23.0,930450.0,2.5,Fresno County,CA
2268,2010,California,6.0,"Humboldt County, CA",6023.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11.0,134623.0,Unreliable,Humboldt County,CA
2269,2010,California,6.0,"Humboldt County, CA",6023.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21.0,134623.0,15.6,Humboldt County,CA
2270,2010,California,6.0,"Kern County, CA",6029.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,16.0,839631.0,Unreliable,Kern County,CA
2271,2010,California,6.0,"Kern County, CA",6029.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,38.0,839631.0,4.5,Kern County,CA
2272,2010,California,6.0,"Kern County, CA",6029.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,69.0,839631.0,8.2,Kern County,CA
2273,2010,California,6.0,"Lake County, CA",6033.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14.0,64665.0,Unreliable,Lake County,CA
2274,2010,California,6.0,"Lake County, CA",6033.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10.0,64665.0,Unreliable,Lake County,CA
2275,2010,California,6.0,"Los Angeles County, CA",6037.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,66.0,9818605.0,0.7,Los Angeles County,CA
2276,2010,California,6.0,"Los Angeles County, CA",6037.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,236.0,9818605.0,2.4,Los Angeles County,CA
2277,2010,California,6.0,"Los Angeles County, CA",6037.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,243.0,9818605.0,2.5,Los Angeles County,CA
2278,2010,California,6.0,"Los Angeles County, CA",6037.0,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,21.0,9818605.0,0.2,Los Angeles County,CA
2279,2010,California,6.0,"Los Angeles County, CA",6037.0,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,12.0,9818605.0,Unreliable,Los Angeles County,CA
2280,2010,California,6.0,"Los Angeles County, CA",6037.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,73.0,9818605.0,0.7,Los Angeles County,CA
2281,2010,California,6.0,"Los Angeles County, CA",6037.0,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,10.0,9818605.0,Unreliable,Los Angeles County,CA
2282,2010,California,6.0,"Los Angeles County, CA",6037.0,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,16.0,9818605.0,Unreliable,Los Angeles County,CA
2283,2010,California,6.0,"Marin County, CA",6041.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,252409.0,Unreliable,Marin County,CA
2284,2010,California,6.0,"Merced County, CA",6047.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,255793.0,Unreliable,Merced County,CA
2285,2010,California,6.0,"Monterey County, CA",6053.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16.0,415057.0,Unreliable,Monterey County,CA
2286,2010,California,6.0,"Monterey County, CA",6053.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15.0,415057.0,Unreliable,Monterey County,CA
2287,2010,California,6.0,"Orange County, CA",6059.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,32.0,3010232.0,1.1,Orange County,CA
2288,2010,California,6.0,"Orange County, CA",6059.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,53.0,3010232.0,1.8,Orange County,CA
2289,2010,California,6.0,"Orange County, CA",6059.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,149.0,3010232.0,4.9,Orange County,CA
2290,2010,California,6.0,"Orange County, CA",6059.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,47.0,3010232.0,1.6,Orange County,CA
2291,2010,California,6.0,"Orange County, CA",6059.0,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,15.0,3010232.0,Unreliable,Orange County,CA
2292,2010,California,6.0,"Placer County, CA",6061.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14.0,348432.0,Unreliable,Placer County,CA
2293,2010,California,6.0,"Riverside County, CA",6065.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,43.0,2189641.0,2.0,Riverside County,CA
2294,2010,California,6.0,"Riverside County, CA",6065.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,89.0,2189641.0,4.1,Riverside County,CA
2295,2010,California,6.0,"Riverside County, CA",6065.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,80.0,2189641.0,3.7,Riverside County,CA
2296,2010,California,6.0,"Riverside County, CA",6065.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,23.0,2189641.0,1.1,Riverside County,CA
2297,2010,California,6.0,"Sacramento County, CA",6067.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,21.0,1418788.0,1.5,Sacramento County,CA
2298,2010,California,6.0,"Sacramento County, CA",6067.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,56.0,1418788.0,3.9,Sacramento County,CA
2299,2010,California,6.0,"Sacramento County, CA",6067.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,71.0,1418788.0,5.0,Sacramento County,CA
2300,2010,California,6.0,"Sacramento County, CA",6067.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,33.0,1418788.0,2.3,Sacramento County,CA
2301,2010,California,6.0,"Sacramento County, CA",6067.0,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,13.0,1418788.0,Unreliable,Sacramento County,CA
2302,2010,California,6.0,"San Bernardino County, CA",6071.0,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,40.0,2035210.0,2.0,San Bernardino County,CA
2303,2010,California,6.0,"San Bernardino County, CA",6071.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,20.0,2035210.0,1.0,San Bernardino County,CA
2304,2010,California,6.0,"San Bernardino County, CA",6071.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,33.0,2035210.0,1.6,San Bernardino County,CA
2305,2010,California,6.0,"San Bernardino County, CA",6071.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,29.0,2035210.0,1.4,San Bernardino County,CA
2306,2010,California,6.0,"San Bernardino County, CA",6071.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,22.0,2035210.0,1.1,San Bernardino County,CA
2307,2010,California,6.0,"San Diego County, CA",6073.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,54.0,3095313.0,1.7,San Diego County,CA
2308,2010,California,6.0,"San Diego County, CA",6073.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,82.0,3095313.0,2.6,San Diego County,CA
2309,2010,California,6.0,"San Diego County, CA",6073.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,151.0,3095313.0,4.9,San Diego County,CA
2310,2010,California,6.0,"San Diego County, CA",6073.0,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,19.0,3095313.0,Unreliable,San Diego County,CA
2311,2010,California,6.0,"San Diego County, CA",6073.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,48.0,3095313.0,1.6,San Diego County,CA
2312,2010,California,6.0,"San Francisco County, CA",6075.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,16.0,805235.0,Unreliable,San Francisco County,CA
2313,2010,California,6.0,"San Francisco County, CA",6075.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,74.0,805235.0,9.2,San Francisco County,CA
2314,2010,California,6.0,"San Francisco County, CA",6075.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,60.0,805235.0,7.5,San Francisco County,CA
2315,2010,California,6.0,"San Francisco County, CA",6075.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,11.0,805235.0,Unreliable,San Francisco County,CA
2316,2010,California,6.0,"San Joaquin County, CA",6077.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,27.0,685306.0,3.9,San Joaquin County,CA
